court_region,judge_id,judge_grant_rate,claim_amount,debtor_type,has_pledge,has_guarantor,case_duration,result,is_individual
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,89000.0,ООО (малое),0,0,106,1,0
Новосибирская обл.,judge_Новосибирская обл._5,0.4097440081655905,82000.0,ФЛ,0,0,80,0,1
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,234000.0,ФЛ,0,0,106,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,10000.0,ФЛ,0,0,63,0,1
Москва,judge_Москва_0,0.4949765510836051,44000.0,ООО (малое),0,0,68,1,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,1324000.0,ФЛ,0,1,109,0,1
СПб,judge_СПб_7,0.4023670306845399,802000.0,ФЛ,0,0,77,0,1
СПб,judge_СПб_0,0.5340483498342926,152000.0,ООО (малое),0,0,96,0,0
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,74000.0,ФЛ,0,0,69,0,1
Москва,judge_Москва_6,0.34890371102553724,224000.0,ИП,0,0,67,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,131000.0,ИП,1,1,86,0,0
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,181000.0,ФЛ,0,0,84,0,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,37000.0,ФЛ,0,0,97,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,10000.0,ФЛ,1,0,95,0,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,10000.0,ИП,0,0,71,0,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,204000.0,ФЛ,0,0,88,0,1
Москва,judge_Москва_6,0.34890371102553724,445000.0,ФЛ,0,0,64,0,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,72000.0,ФЛ,0,0,79,0,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,118000.0,ИП,0,0,60,0,0
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,762000.0,ФЛ,0,0,80,1,1
СПб,judge_СПб_6,0.533613288350523,132000.0,ФЛ,0,0,91,0,1
Москва,judge_Москва_1,0.6015433072450408,96000.0,ИП,0,0,81,0,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,2304000.0,ФЛ,0,0,181,1,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,984000.0,ФЛ,0,0,101,0,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,724000.0,ФЛ,0,0,109,1,1
Москва,judge_Москва_10,0.5579831812215705,15000.0,ООО (микро),0,0,84,1,0
Москва,judge_Москва_5,0.5375852819727232,1403000.0,ИП,0,1,84,0,0
Респ. Татарстан,judge_Респ. Татарстан_1,0.6178298186747367,162000.0,ООО (малое),0,0,89,1,0
Москва,judge_Москва_2,0.5973860833744824,203000.0,ИП,0,0,85,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,65000.0,ИП,0,0,58,1,0
Москва,judge_Москва_6,0.34890371102553724,138000.0,ФЛ,0,0,69,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,78000.0,ФЛ,0,0,92,0,1
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,19000.0,ИП,0,0,107,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,405000.0,ФЛ,0,1,110,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,12000.0,ИП,0,0,102,0,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,429000.0,ФЛ,0,0,90,0,1
Москва,judge_Москва_4,0.45831731561816286,117000.0,ИП,0,0,68,0,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,376000.0,ИП,0,0,59,0,0
Москва,judge_Москва_10,0.5579831812215705,46000.0,ФЛ,0,1,68,0,1
Москва,judge_Москва_8,0.589257975040246,93000.0,ИП,0,0,67,0,0
СПб,judge_СПб_6,0.533613288350523,42000.0,ФЛ,0,0,87,0,1
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,106000.0,ООО (микро),1,0,77,0,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,51000.0,ФЛ,1,0,84,1,1
СПб,judge_СПб_3,0.30608941849439775,46000.0,ООО (микро),0,0,83,0,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,267000.0,ООО (микро),0,0,101,0,0
Москва,judge_Москва_7,0.5007196575036572,173000.0,ФЛ,0,1,79,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,49000.0,ИП,0,0,87,0,0
Москва,judge_Москва_2,0.5973860833744824,1164000.0,ФЛ,1,0,105,0,1
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,56000.0,ООО (микро),0,0,77,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,372000.0,ФЛ,0,0,99,0,1
Респ. Татарстан,judge_Респ. Татарстан_11,0.4934694796289753,733000.0,ООО (микро),0,0,91,0,0
Москва,judge_Москва_1,0.6015433072450408,204000.0,ФЛ,0,0,74,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,243000.0,ООО (малое),0,0,80,1,0
Москва,judge_Москва_10,0.5579831812215705,386000.0,ИП,0,0,53,0,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,88000.0,ФЛ,0,0,87,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,166000.0,ООО (микро),0,0,71,0,0
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,358000.0,ООО (микро),0,1,101,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,74000.0,ООО (микро),0,0,101,1,0
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,52000.0,ФЛ,0,0,110,0,1
Москва,judge_Москва_1,0.6015433072450408,78000.0,ИП,0,0,61,0,0
Москва,judge_Москва_9,0.4570815333069441,14000.0,ФЛ,0,0,82,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,201000.0,ФЛ,0,0,76,0,1
Респ. Татарстан,judge_Респ. Татарстан_7,0.3,2513000.0,ИП,1,0,160,0,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,72000.0,ООО (микро),1,0,82,1,0
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,143000.0,ООО (малое),0,0,85,1,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,2651000.0,ООО (малое),1,1,141,1,0
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,46000.0,ООО (малое),0,1,90,1,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,514000.0,ФЛ,0,0,118,0,1
СПб,judge_СПб_7,0.4023670306845399,378000.0,ООО (среднее),1,0,71,1,0
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,293000.0,ООО (малое),0,0,95,1,0
Свердловская обл.,judge_Свердловская обл._4,0.8,10000.0,ФЛ,0,0,118,1,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,1142000.0,ФЛ,0,1,174,0,1
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,1064000.0,ООО (малое),0,1,134,0,0
Москва,judge_Москва_2,0.5973860833744824,315000.0,ИП,0,0,84,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,30000.0,ООО (микро),0,1,91,1,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,223000.0,ИП,0,0,105,0,0
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,571000.0,ФЛ,0,0,141,0,1
СПб,judge_СПб_9,0.5475544822505934,241000.0,ИП,0,0,51,0,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,458000.0,ФЛ,0,0,62,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,107000.0,ФЛ,0,1,109,0,1
СПб,judge_СПб_3,0.30608941849439775,204000.0,ФЛ,0,0,53,0,1
СПб,judge_СПб_4,0.6103441225038132,46000.0,ФЛ,0,0,73,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,49000.0,ИП,0,0,42,0,0
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,407000.0,ООО (малое),0,0,122,0,0
Свердловская обл.,judge_Свердловская обл._4,0.8,474000.0,ФЛ,0,0,70,1,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,235000.0,ИП,0,0,74,0,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,101000.0,ООО (микро),0,0,99,1,0
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,36000.0,ИП,1,0,77,1,0
Москва,judge_Москва_4,0.45831731561816286,54000.0,ИП,1,0,76,1,0
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,158000.0,ООО (малое),0,0,94,0,0
Москва,judge_Москва_8,0.589257975040246,176000.0,ФЛ,0,0,58,0,1
Респ. Татарстан,judge_Респ. Татарстан_9,0.3734870114961073,183000.0,ИП,0,0,36,0,0
СПб,judge_СПб_2,0.7038714967614599,237000.0,ФЛ,0,1,85,1,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,97000.0,ИП,0,0,114,1,0
Свердловская обл.,judge_Свердловская обл._4,0.8,204000.0,ФЛ,0,0,93,0,1
Москва,judge_Москва_7,0.5007196575036572,331000.0,ФЛ,0,0,66,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,32000.0,ООО (микро),0,0,87,1,0
СПб,judge_СПб_5,0.5248956031914224,107000.0,ИП,0,0,58,0,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,15000.0,ИП,0,0,74,1,0
Москва,judge_Москва_10,0.5579831812215705,64000.0,ИП,1,0,62,1,0
СПб,judge_СПб_6,0.533613288350523,312000.0,ФЛ,0,1,83,0,1
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,66000.0,ООО (среднее),0,0,103,0,0
СПб,judge_СПб_5,0.5248956031914224,194000.0,ИП,0,0,85,0,0
СПб,judge_СПб_6,0.533613288350523,98000.0,ФЛ,0,0,77,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,14000.0,ФЛ,0,0,125,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,617000.0,ФЛ,0,0,105,0,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,16000.0,ФЛ,0,0,49,0,1
Москва,judge_Москва_6,0.34890371102553724,364000.0,ФЛ,0,0,81,0,1
Москва,judge_Москва_2,0.5973860833744824,260000.0,ООО (микро),0,0,68,1,0
СПб,judge_СПб_8,0.6986980958047201,243000.0,ФЛ,0,1,84,1,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,378000.0,ФЛ,0,0,98,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,91000.0,ООО (микро),0,0,105,0,0
СПб,judge_СПб_3,0.30608941849439775,139000.0,ФЛ,0,0,78,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,219000.0,ФЛ,0,0,95,1,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,59000.0,ООО (малое),0,1,121,1,0
Нижегородская обл.,judge_Нижегородская обл._7,0.7589774702863046,10000.0,ФЛ,0,0,128,0,1
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,202000.0,ООО (среднее),0,0,90,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,273000.0,ООО (малое),0,0,71,1,0
СПб,judge_СПб_6,0.533613288350523,70000.0,ООО (микро),0,0,58,0,0
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,344000.0,ФЛ,0,0,96,0,1
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,1213000.0,ООО (среднее),0,0,142,1,0
СПб,judge_СПб_8,0.6986980958047201,49000.0,ИП,0,0,65,0,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,89000.0,ФЛ,0,0,103,1,1
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,121000.0,ФЛ,0,0,91,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,1161000.0,ООО (микро),0,0,125,0,0
Краснодарский край,judge_Краснодарский край_2,0.6331622689390035,330000.0,ФЛ,0,0,76,0,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,218000.0,ФЛ,0,0,103,0,1
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,98000.0,ФЛ,0,0,82,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,655000.0,ООО (микро),1,0,64,1,0
СПб,judge_СПб_7,0.4023670306845399,685000.0,ФЛ,0,0,94,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,70000.0,ФЛ,0,0,93,0,1
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,49000.0,ФЛ,0,1,71,0,1
Москва,judge_Москва_8,0.589257975040246,93000.0,ФЛ,0,0,30,0,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,388000.0,ФЛ,0,0,103,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,438000.0,ФЛ,0,0,92,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,351000.0,ИП,0,0,140,0,0
Респ. Татарстан,judge_Респ. Татарстан_6,0.5128885207446222,285000.0,ИП,0,0,61,0,0
Москва,judge_Москва_10,0.5579831812215705,48000.0,ИП,1,0,112,1,0
Респ. Татарстан,judge_Респ. Татарстан_9,0.3734870114961073,224000.0,ФЛ,0,0,106,0,1
